timestamp_iso,elapsed_s,node,source,far_threshold_cm,near_threshold_cm,far_cm,far_occupied,near_cm,near_occupied,queue,local_queue,remote_queue,incoming_count,passed_count,remote_source,remote_stale,green_side,phase,emergency,priority_side,lights_a,lights_b,tx_backend,payload,rssi_dbm,snr_db,truth_any_vehicle,truth_far,truth_near,truth_note,event_label,raw_line
2026-05-19T15:30:45,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node B ready.
2026-05-19T15:30:45,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standalone bench mode is enabled.
2026-05-19T15:30:45,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node B far sensor trig/echo: 4/5
2026-05-19T15:30:45,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node B near sensor trig/echo: 6/7
2026-05-19T15:30:45,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node B side-A LEDs R/Y/G: 33/34/35
2026-05-19T15:30:45,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Node B side-B LEDs R/Y/G: 36/47/48
2026-05-19T15:30:45,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[LoRa] backend: RadioLib SX1262
2026-05-19T15:30:45,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[LoRa] freq=868.0 MHz bw=125.0 kHz sf=7 cr=5 sync=0x12 power=14 dBm
2026-05-19T15:30:45,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bench commands:
2026-05-19T15:30:45,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,help
2026-05-19T15:30:45,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote_clear
2026-05-19T15:30:45,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote_queue <queue>
2026-05-19T15:30:45,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote_state <far> <near> <queue>
2026-05-19T15:30:45,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thresholds
2026-05-19T15:30:45,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set_thresholds <far_cm> <near_cm>
2026-05-19T15:30:45,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set_far_threshold <cm>
2026-05-19T15:30:45,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set_near_threshold <cm>
2026-05-19T15:30:45,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote_ambulance_on
2026-05-19T15:30:45,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote_ambulance_off
2026-05-19T15:30:45,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_ambulance_on
2026-05-19T15:30:45,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_ambulance_off
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A,1,0,4,2,2,0,12345   (raw telemetry payload)"
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,log quiet
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,log summary
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,log verbose
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,status
2026-05-19T15:30:45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,report
2026-05-19T15:30:45,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Log mode set to SUMMARY
2026-05-19T15:30:45,1.72,B,LORA_STALE,100.0,100.0,999.0,0,999.0,0,,0,0,,,LORA_STALE,ON,A,GREEN,OFF,A,GREEN,RED,,,,,,,,,,B STATUS | far=999.0cm/FREE | near=999.0cm/FREE | thresholds=100.0/100.0 | localQ=0 | remoteQ=0 | source=LORA_STALE | stale=ON | green=A | phase=GREEN | emergency=OFF | priority=A | lights=A:GREEN B:RED
